question_code,text,option_1,option_2,option_3,option_4,N,Type,Order,Keywords
q1688,Do you think you could still be genuinely happy if you weren't in a relationship with anyone?,Yes,No,,,15956,O,,sex/intimacy; opinion
q1766,Is art important to you?,Yes,No,,,38244,O,,preference
q1782,"Other than for costumes, do you purchase and wear second hand/vintage clothes?",Yes,No,,,13215,O,,descriptive
q1810,Do you know what the golden spiral is?,Yes,No,,,7840,O,,descriptive
q1815,Could you date someone who already has children from a previous relationship?,Yes,No,,,46323,O,,preference
q1850,"What do you think of the prospect of having sexual intercourse while wearing some type of costume(fur-suit, sci-fi costume, clown suit, whatever).",Yes way,No way,,,10585,O,,sex/intimacy
q1976,Is it okay to recycle other people's jokes and use them as your own?,Yes,No,,,9783,O,,opinion
q2017,Would you consider dating someone who was regularly seeing a therapist?,Yes,No,,,16349,O,,preference
q2457,Does spending Friday or Saturday night at home annoy you?,Yes,No,,,27772,O,,preference
q2717,Do you have a car?,Yes,No,,,19315,O,,descriptive
q2781,Do you find it disturbing that products are still tested on animals?,Yes,No,,,22055,O,,politics
q4018,Are you happy with your life?,Yes,No,,,53625,O,,descriptive
q4346,Trying anything at least once is..,A good idea.,Not for me.,,,20034,O,,preference
q5417,Would you date someone who still lives with his/her parents?,Yes,No,,,31215,O,,preference
q5849,"Does the fact that you have never done something before, USUALLY increase or decrease its appeal?",Increase,Decrease,,,6594,O,,preference
q5850,Have you ever been suicidal?,Yes,No,,,12984,O,,descriptive
q5858,Would you consider a relationship with someone who was sterile?,Yes,No,,,2517,O,,sex/intimacy; preference
q6016,Are some of your best friends people you met or know online?,Yes,No,,,13395,O,,descriptive
q6017,"If you dropped a piece of solid food on the floor, might you pick it up and eat it?",Yes,No,,,16547,O,,preference; descriptive
q6018,Do you enjoy chatting on the phone with your friends?,Yes,No,,,11962,O,,preference; descriptive; technology
q6019,"If you're wrong, do you have a hard time apologizing?",Yes,No,,,13815,O,,descriptive
q6024,Do you have the kind of body that's so hot it turns heads?,Yes,No,,,13558,O,,descriptive
q6027,Are you good at explaining things?,Yes,No,,,8270,O,,descriptive
q6032,Were you born in the United States?,Yes,No,,,19225,O,,descriptive
q6040,Were you born the same gender as you are now?,Yes,No,,,25650,O,,descriptive
q6109,You see a police officer.  How do you feel?,Safe,Nervous,,,14919,O,,descriptive
q6111,Do overweight people annoy you?,Yes,No,,,26093,O,,descriptive; preference; opinion
q6112,Do you have an addictive personality?,Yes,No,,,2615,O,,descriptive
q6124,"Do you usually blurt things out, or do you think carefully before speaking?",Blurt it out,Think carefully,,,13376,O,,descriptive
q6155,Are you a snob about some things?,Yes,No,,,22172,O,,descriptive
q6208,You're in a serious relationship and your partner wants to know about your past relationships. The details are…,None of their business,Absolutely their business,,,3814,O,,sex/intimacy
q6258,Would you date someone who is bisexual?,Yes,No,,,33111,O,,sex/intimacy; preference
q6347,Do you believe in miracles?,Yes,No,,,26723,O,,religion/superstition; descriptive
q6354,Have you ever had an undeniably supernatural experience?,Yes,No,,,1713,O,,religion/superstition
q6377,Do you have a problem with authority?,Yes,No,,,20274,O,,politics; preference; descriptive
q6413,Would you have sex with someone you hated?,Yes,No,,,16606,O,,sex/intimacy
q6467,Do you think men who are sitting down should stand up when a woman comes to the table/enters the room?,Yes / Usually,No / Not usually,,,4180,O,,opinion
q6516,Do you think most human instincts can be attributed to evolution?,Yes,No,,,2011,O,,religion/superstition
q6537,Could you live without the Internet?,Yes,No,,,26252,O,,descriptive
q6542,Do you believe in the term 'meant to be'? As in fate or destiny with another person?,Yes,No,,,21848,O,,religion/superstition
q6545,"Do you believe that some people can see a person's soul, just by staring into their eyes for a few moments?",Yes,No,,,3653,O,,religion/superstition
q6619,Do you feel Art has heavily influenced who you are?,Yes,No,,,17214,O,,descriptive
q6635,Are you more likely to hold a grudge or forgive someone?,Hold a grudge,Forgive,,,13279,O,,descriptive
q6636,Would you prefer to live in an old house with character and history or a brand spanking new one?,Old,New,,,20335,O,,preference
q6640,"Do you practice or believe in real magick, not to be confused with stage magic and parlor tricks?",Yes,No,,,6782,O,,religion/superstition
q6689,Are you quietly angry a lot of the time?,Yes,No,,,13002,O,,descriptive
q6765,Have you ever attended a political demonstration or convention?,Yes,No,,,19768,O,,politics; descriptive
q6813,"Not ideally, but realistically, do you flock to the 'bad' boys/girls?",Yes,No,,,19741,O,,preference
q6835,Do you believe that dreams can be messages from a 'higher level'?,Yes,No,,,4288,O,,religion/superstition
q6867,Would you enjoy a night in playing video games?,Yes,No,,,28537,O,,preference
q6889,Are 'trendy' and 'hip' insults to you?,Yes,No,,,13364,O,,opinion
q6946,Has anyone ever written you a romantic poem?,Yes,No,,,8877,O,,descriptive
q6971,Is VERY short hair on a girl necessarily unattractive?,Yes,No,,,22956,O,,preference; opinion
q6988,"If someone sends you an e-mail (or has a profile) full of spelling and grammatical errors, are you less likely to talk to them?",Yes,No,,,10824,O,,preference
q7038,"Would it be useful and ethical to clone the best and brightest of our species, for the common good? (Assuming we can get the success rate pretty high.)",Yes,No,,,1675,O,,politics
q7085,"Do you have any gay, bisexual, or transgender friends?",Yes,No,,,19086,O,,descriptive
q7278,"Can you think of someone that you truly hate, not just severely dislike?",Yes,No,,,18535,O,,descriptive
q7295,Do you condone free file sharing - even if it violates copyright policies?,Yes,No,,,2344,O,,politics
q7535,Do you take pills when you have a headache?,Yes,No,,,10895,O,,descriptive
q7785,Should law enforcement be allowed to lie to suspects during interrogation?,Yes,No,,,3170,O,,politics
q7847,Are you racist?,Yes,No,,,6917,O,,politics; descriptive
q7920,Would you date someone who had a serious drug addiction in the distant past?,Yes,No,,,4319,O,,preference
q8054,Have you ever been in love?,Yes,No,,,34876,O,,sex/intimacy; descriptive
q8072,"Would dealing face to face with someone with an impediment (nervous facial tic, bad stutter) make you uncomfortable or frustrated?",Yes,No,,,8261,O,,descriptive
q8142,Do you think it's okay for males to wear makeup?,Yes,No,,,10421,O,,opinion
q8159,"If I *had* to choose, for the rest of my life I would rather...",travel around the world but always be filthy poor.,"stay in one city/town, but always be filthy rich.",,,4648,O,,preference; descriptive
q8197,Would you date someone who worked a minimum wage job?,Yes,No,,,17227,O,,preference
q8199,"Do you think the public should have access to any literature, regardless of its content?",Yes,"No, some things should be censored",,,8761,O,,politics
q8205,"If you could save the life of an obscure endangered creature, or make a multi-million dollar profit, which would you choose?",Endangered creature,Money,,,3350,O,,politics; preference
q8215,Would you ever date someone who depended on their parents' money?,Yes,No,,,4465,O,,preference
q8244,Have you ever initiated contact with a friend who you hadn't talked to in over a year just to see how they are doing?,Yes,No,,,8624,O,,descriptive
q8245,"If you could have one but NOT the other, would you rather:",Love someone,Be loved by someone,,,5274,O,,preference
q8414,Would you be excited to ride the world's tallest and fastest roller coaster?,Yes,No,,,19375,O,,preference
q8439,"Someone you like is drunkenly flirting with you. You know that with a sober mind this person would never engage in casual sex, but now it seems that they're willing. What do you do?",Take advantage of the situation,Absolutely nothing,,,16091,O,,sex/intimacy; preference
q8632,Should it be socially acceptable for women have the choice/right to be topless in any area where it is ok for men to be topless?,Yes,No,,,4541,O,,politics
q8866,Should the government censor publicly broadcast television and radio shows for profane language?,Yes,No,,,4443,O,,politics
q8891,Do you enjoy learning about other cultures?,Yes,No,,,11513,O,,preference
q9384,Do you masturbate?,Yes,No,,,19364,O,,sex/intimacy
q9391,Are you comfortable with your sexual preference?,Yes,No,,,8145,O,,sex/intimacy
q9415,Would you date someone with a facial piercing?,Yes,No,,,9033,O,,preference
q9417,Do you have a photographic memory?,Yes,No,,,8467,O,,descriptive
q9445,Love without pain is like food without flavor.,True,False,,,8522,O,,sex/intimacy; preference; opinion
q9460,"If you're stranded on an island, with absolutely no food, and your companion dies, would you eat them to survive? Assume you have fire for cooking.",Yes,No,,,3977,O,,preference; descriptive
q9461,Would you rather have a great friend you could share everything with or a great lover you can't really talk to?,Friend,Lover,,,3742,O,,sex/intimacy; preference
q9514,Which is more desirable in a mate? Someone who:,"rarely makes mistakes, never apologizes when wrong",makes mistakes often but always admits faults,,,16192,O,,preference; opinion
q9522,Would you date someone who has never been in any kind of relationship before?,Yes,No,,,26425,O,,preference
q9640,"'It's not that I'm lazy, it's that I just don't care.'  Does this statement apply to you?",Yes,No,,,15763,O,,descriptive
q9662,Could you date a stripper?,Yes,No,,,6072,O,,preference
q9678,Would you risk your life to protest against an unjust government?,Yes,No,,,2514,O,,politics; descriptive
q12208,Do you snort when you laugh?,Yes / sometimes,No / never,,,9047,O,,descriptive
q12210,Would you describe yourself as sexy?,Yes,No,,,15890,O,,descriptive
q12221,"Have you made fun of anyone recently, knowing that it probably upset them?",Yes,No,,,13226,O,,descriptive
q12428,Would you risk your life to save a dying animal?,Yes,No,,,17112,O,,descriptive
q12540,Do you ever drink alcohol in order to lower your inhibitions with the opposite sex?,Yes,No,,,20991,O,,sex/intimacy; descriptive
q12551,"Do you, or have you ever, read a text book or technical manual for fun/pleasure?",Yes,No,,,10642,O,,descriptive
q12556,"Do you try to eat healthy, or do you just eat whatever you feel like?",Healthy,Give me the junk food,,,16069,O,,descriptive
q12560,Might you consider dating someone who confided to you that he/she had a sexually transmitted disease?,Yes,No,,,16179,O,,sex/intimacy; preference
q12584,Do you enjoy exercise?,Yes,No,,,27664,O,,descriptive
q12598,"Can you name 5 directors and a film that each made, from before 1980?",Yes,No,,,10126,O,,descriptive
q12625,Half of all policemen are thieves and half of all policemen are murderers. Does it follow logically that all policemen are criminals?,Yes,No,,,21133,O,,cognitive
q12750,"Do you ever spit on the ground, in public?",Yes,No,,,20150,O,,descriptive
q12772,"When you don't know a word, do you look up its definition?",Yes,No,,,9734,O,,descriptive
q12796,Do you have a current passport?,Yes,No,,,20496,O,,descriptive
q12822,Have you ever told someone that you loved them when you didn't?,Yes,No,,,16154,O,,descriptive
q12832,Do you talk about your sex life with either of your parents?,Yes,No,,,16840,O,,sex/intimacy; descriptive
q12839,Do people that you've dated/tried to date ever tell you that you're just too 'nice'?,Yes,No,,,13614,O,,descriptive
q12945,A photographer approaches you on the street and asks to take your picture. What do you do?,Pose for them,Politely refuse,,,12403,O,,descriptive; preference
q12950,Do you iron your own clothes?,Yes,No,,,10247,O,,descriptive
q12954,Do you have a thing for foreign accents?,Yes,No,,,10935,O,,preference
q12955,Have you ever been outside of your own country?,Yes,No,,,4059,O,,descriptive
q12964,Would you need to sleep with someone before you considered marrying them?,Yes,No,,,50115,O,,sex/intimacy; preference
q13024,Are your decisions generally more pro-active or reactive?,Pro-active,Reactive,,,7163,O,,descriptive
q13054,What do you think of laws that make smoking illegal in bars and restaurants?,I support the laws,I oppose the laws,,,31143,O,,politics
q13077,Would you date someone who has served considerable time in prison?,Yes,No,,,19180,O,,preference
q13086,Would you date a single parent?,Yes,No,,,27359,O,,preference
q13130,"Hypothetically, do you think you would be good at being a porn star?",Yes,No,,,23277,O,,sex/intimacy; descriptive
q13307,"Anyone can be financially successful, if only they're willing to try.",True,False,,,3201,O,,opinion
q13669,Would you date someone shorter than you?,Yes,No,,,25579,O,,preference
q14620,Agree or disagree: 'The needs of the many outweigh the needs of the few (or the one).',Agree,Disagree,,,1758,O,,politics; opinion
q14649,Would you ever ask your parent(s) for love advice?,Yes,No,,,12597,O,,sex/intimacy
q14663,Do you only date people with athletic and toned bodies?,Yes,No,,,22469,O,,preference
q14667,Do you have a recording of yourself singing?,Yes,No,,,9657,O,,descriptive
q14833,Would you walk up to a stranger and tell them you think they're beautiful?,Yes / probably,No / probably not,,,17152,O,,descriptive
q14835,"If you turn a left-handed glove inside out, it fits...",On my left hand,On my right hand,,,42395,O,,cognitive
q14913,Did you join OkCupid just so you could find people to have sex with?,Yes,No,,,39790,O,,sex/intimacy; descriptive
q14928,Can you read sheet music?,Yes,No,,,10990,O,,descriptive
q15015,Are we ever going to have those flying cars they've been promising us?,Yes,No,,,8601,O,,opinion
q15037,"If someone asked you, 'What's the worst thing you've ever done?' would you know the answer right away?",Yes,No,,,28810,O,,descriptive
q15172,"Have you ever done something reckless that resulted in a major injury? (broken bones, etc.)",Yes,No,,,10227,O,,descriptive
q15182,Which is worse?,Someone who is always happy,Someone who is always sad,,,22957,O,,opinion
q15261,"Would you ever consider marrying someone attractive, whom you've never met, if your friends or family thought that he or she would be good for you?",Yes,No,,,3375,O,,preference; descriptive
q15280,Could you date someone with no long-term goals?,Yes,No,,,31581,O,,preference
q15355,"If your partner wanted to pay for you, as a couple, to see a professional dominatrix would you go?",Yes,No,,,13504,O,,sex/intimacy
q15365,Do you often have strong opinions about the government?,Yes,No,,,14145,O,,politics; opinion
q15372,Could you date someone who has strong political opinions that are the exact opposite of yours?,Yes,No,,,28929,O,,politics; preference
q15379,Do you know who wrote: 'Was this the face that launched a thousand ships/And burnt the topless towers of Ilium?',Yes,No,,,7984,O,,cognitive
q15401,Is there anything that science will never be able to explain?,Yes,No,,,19019,O,,religion/superstition; opinion
q15409,Do you ever use the word 'gay' as an insult or pejorative?,Yes,No,,,22680,O,,descriptive
q15427,Have you ever thought of reading or read any of the Harry Potter books?,Yes,No,,,4180,O,,preference; descriptive
q15478,Do you like hickies?,Yes,No,,,25015,O,,sex/intimacy
q15565,"Would you have sex with someone overweight, but not date them?",Yes,No,,,6639,O,,sex/intimacy; preference
q15618,"When you see something on sale that's buy one, get one free, does it make you want to buy it even if you don't need it?",Yes,No,,,11663,O,,descriptive
q15622,"Do you find people from different countries more interesting, on average?",Yes,No,,,8623,O,,preference
q15637,Would you ever get on a motorcycle?,Yes,No,,,18923,O,,preference
q15701,Someone has deep feelings for you. Might you abuse this love purely for sex?,Yes,No,,,9536,O,,sex/intimacy; descriptive
q15702,Do you believe that studying literature is beneficial?,Yes,No,,,14674,O,,opinion
q15744,Are you a pet person?,Yes,No,,,25704,O,,descriptive
q15745,Do you need to know everything about someone's past?,Yes,No,,,4354,O,,preference
q15746,Do you consider yourself a perfectionist?,Yes,No,,,18613,O,,descriptive
q15747,Is it important to you to have the last word in an argument?,Yes,No,,,13275,O,,descriptive
q15748,Do you give in easily when pressured?,Yes,No,,,14286,O,,descriptive
q15749,Do you go to great lengths to avoid conflict?,Yes,No,,,21372,O,,descriptive
q15751,Should wealthier people pay higher taxes?,Yes,No,,,22827,O,,politics
q15754,"Would you need to know the sexual history, beyond 6 months back, of someone you dated?",Yes,No,,,13431,O,,sex/intimacy
q15784,Are you intimidated by a partner who is more sexually experienced than you?,Yes,No,,,20844,O,,descriptive
q15835,Suppose a user account mysteriously vanishes but this person has told you where he/she works so you decide to show up there and find this person. Is that creepy?,Yes,No,,,4009,O,,opinion
q15839,Do you often find yourself wanting to chuck it all and go to live on a sailboat?,Yes,No,,,24352,O,,descriptive
q15862,Do you expect your partner to back you up in a dispute if you're in the wrong?,Yes,No,,,7349,O,,preference
q15872,You can tell a lot about a person from their appearance.,Agree,Disagree,,,5204,O,,opinion
q15876,Is separation of church and state important to you?,Yes,No,,,15607,O,,politics; religion/superstition
q15878,Is anything in life more important than your own self-interest?,Yes,No,,,17969,O,,politics; opinion
q15907,"Are you turned off when your lover farts, complains about bowel movements, or exhibits any other human characteristics as such?",Yes,No,,,20740,O,,preference
q15946,Would you like to fast-forward to a different stage in your life?,Yes,No,,,13670,O,,preference
q16271,Did you ever take a class in school just because you heard the person you liked was taking it?,Yes,No,,,7843,O,,descriptive
q16294,Does the idea of being attractive enough to manipulate people appeal to you?,Yes,No,,,2772,O,,preference; descriptive; opinion
q16301,Have you made any wishes or cast any spells lately?,Yes,No,,,3267,O,,religion/superstition
q16452,Do you know what the slang term 'Mofo' means?,Yes,No,,,1344,O,,descriptive
q16487,Do you dream of traveling the world or are you happy where you are?,Where's my ticket?,"I'm fine where I am, thanks",,,22151,O,,descriptive
q16535,"Would you consider yourself child like (not to be confused with childish), that is having an aura of innocence, a playful attitude, and an expression/feeling of awe at new things.",Yes,No,,,15018,O,,descriptive
q16571,Is your second toe longer than your big toe?,Yes,No,,,8586,O,,descriptive
q16584,Is it *really* ok for men to cry?,Yes,No,,,17514,O,,opinion
q16713,Are you careful with your money?,Yes,No,,,39863,O,,descriptive
q16752,Do you think video or computer games are childish?,Yes,No,,,19464,O,,opinion; technology
q16807,Would you consider to have a serious relationship with someone that has tried to commit suicide?,Yes,No,,,7222,O,,preference
q16915,Would you prefer someone extremely mellow or extremely hyper?,Hyper,Mellow,,,18729,O,,preference
q16931,Have you ever skinny-dipped?,Yes,No,,,17486,O,,descriptive
q17021,Do you feel guilty when you masturbate?,Yes,No,,,19853,O,,religion/superstition; descriptive
q17056,"While shopping at a superstore (e.g. Wal-Mart, Target, etc.), if you change your mind about buying something you've picked up, do you walk back to where you found it to put it back?",Yes,No,,,12158,O,,descriptive
q17083,Can you perform oral sex on yourself?,Yes,No,,,6878,O,,sex/intimacy; descriptive
q17106,Have you ever considered joining the Peace Corps or another similar 'intensive' volunteer program?,Yes,No way,,,13763,O,,descriptive
q17140,"During sex, if the other person looked like they had a serious psychological issue, would you stop the sex or keep going anyway?",Stop,Keep going,,,9167,O,,sex/intimacy
q17168,Could you date someone who wasn't sure what they wanted to do with their life?,Yes,No,,,24782,O,,preference
q17382,Do you believe you can communicate using only your mind (telepathy)?,Yes,No,,,2346,O,,religion/superstition
q17390,"Can you recite any written literary work from memory, including a favourite poem?",No,Yes,,,7543,O,,descriptive
q17439,Have you ever seen your bestfriend naked?,Yes,No,,,9966,O,,descriptive
q17570,"In a certain light, couldn't being homeless be exciting?",Yes,No,,,20968,O,,preference; opinion
q17991,Would you risk your life for an animal?,Yes,No,,,4170,O,,preference
q18097,"Would you be interested in spending a set amount of time, say one day, as a member of the opposite sex?",Yes,No,,,2319,O,,preference
q18125,Do you believe that there exists a statistical correlation between race and intelligence?,Yes,No,,,25980,O,,politics; cognitive
q18282,Have you ever donated your money or your time to a political campaign or political organization?,Yes,No,,,15045,O,,politics; descriptive
q18299,Is exposure to sexuality damaging to the minds of children?,Yes,No,,,15475,O,,sex/intimacy; opinion
q18330,"Let's say there are two people to in a room with you, one is loud, flirty and attention getting, the other is shy and quiet. Which one are you attracted to more?",The loud flirty one,The shy and quiet one,,,6389,O,,preference
q18513,Do you loathe or tremendously dislike most of the people you encounter?,Yes,No,,,14857,O,,descriptive
q18619,Have you ever had a sexual relationship with someone you met online?,Yes,No,,,23146,O,,sex/intimacy; descriptive
q18636,Long walks on the beach...,So romantic!,So cheesy!,,,14077,O,,opinion
q18644,Does your ideal schedule involve staying up very late at night and sleeping during the day?,Yes,No,,,23080,O,,preference
q18650,"If you could read minds, would you tell anyone?",Yes,No,,,14481,O,,preference
q18661,"If your partner wanted to name your first born child after some person significant to them, but you thought the name was the most horrid thing in the world, would you let them?",Yes,No,,,2791,O,,preference
q18682,Do you think physical love is necessary for happiness in life?,Yes,No,,,26153,O,,opinion
q18692,Do you have an ex that you would really like to date again?,Yes,No,,,31366,O,,sex/intimacy; descriptive
q18699,Would you ever marry for anything other than love?,Yes,No,,,5723,O,,preference
q18721,"During sexual activities you notice your partner staring off into space, bored. Do you stop?",Yes,No,,,6640,O,,sex/intimacy
q18779,"Have you ever been a member of an organization like Girl Scouts, Girl Guides, Boy Scouts, or Campfire?",Yes,No,,,9893,O,,descriptive
q18781,Do you agree with the statement 'everyone's a little racist'?,Yes,No,,,5971,O,,politics; opinion
q18783,It's important that I smell good.,True,False,,,14740,O,,preference
q18814,Should a country always need the UN's approval before declaring war?,Yes,No,,,6419,O,,politics
q18825,Does it annoy you when an OkCupid user has no pictures that show their face?,Yes,No,,,22238,O,,preference; descriptive
q18843,Are you a good liar?,Yes,No,,,29472,O,,descriptive
q18867,You see a yellow light and aren't sure whether or not you can pass it before it turns red. What do you do?,Speed up,Slow down,,,1729,O,,preference; descriptive
q18906,Does the idea of time travel appeal to you?,Yes,No,,,12845,O,,preference
q18946,"What's more important, happiness or safety in relationships?",Being happy,Being safe,,,3091,O,,preference
q18955,Would you date someone who's smart but achieved nothing in life?,Yes,No,,,24118,O,,preference
q18982,"If you asked for time off of work to see your favorite band and it wasn't granted, would you skip work to see the show anyway?",Yes,No,,,2649,O,,preference
q19011,Do you have a TV in your bedroom?,Yes,No,,,25467,O,,descriptive
q19075,Would you date someone who doesn't own a car?,Yes,No,,,28928,O,,preference
q19081,Do you live with your parent(s)?,Yes,No,,,18327,O,,descriptive
q19108,Do you think safe sex should be taught in schools?,Yes,No,,,12941,O,,politics; religion/superstition
q19192,Which of the following is MORE important to you:,Finding someone I love and want to be with,Having children,,,18522,O,,sex/intimacy; preference
q19219,Can you change a tire on your own?,Yes,No,,,14042,O,,descriptive
q19236,Is there a point in a relationship where it can get 'too serious'?,Yes,No,,,10153,O,,sex/intimacy; preference; opinion
q19292,Have you ever taken a break while at work to 'play' with yourself ?,Yes,No,,,10007,O,,descriptive
q19365,"If you meet someone and they are everything you are looking for, except their body type, do you give them a chance?",Yes,No,,,25296,O,,preference
q19392,Have you ever written something on the wall of a public toilet?,Yes,No,,,28999,O,,descriptive
q19573,Do you value humility?,Yes,No,,,14874,O,,preference; descriptive
q19574,"Could you date someone that has put off a relationship with someone else, with the intent of picking it up again later?",Yes,No,,,2513,O,,preference
q19681,Are some sex acts with consenting adults inherently wrong or immoral?  Assume no unusual risk of injury.,Yes,No,,,27949,O,,sex/intimacy; religion/superstition
q19737,Could you live a life full of traveling?,Yes,No,,,24187,O,,descriptive
q19799,Do you believe dreams have hidden meanings to them?,Yes,No,,,3926,O,,religion/superstition; opinion
q19800,Would you pretend to share an interest with someone you really liked as a way to gain favour with them?,Yes,No,,,2361,O,,preference; descriptive
q19813,"Is it better to live by your own moral standards and allow others to live by theirs, or is it better to press your moral standards upon other people?",Live and let live,Press those morals!,,,15420,O,,politics; religion/superstition; opinion
q19828,Would you open your spouse's personal mail?,"We're a couple, who cares?","No, that's theirs to open.",,,9314,O,,preference
q19854,Are sex and intimacy the same thing?,Yes,No,,,29800,O,,sex/intimacy; opinion
q19885,"Someone offers to give you $100 if you *don't* vote in the next national election. (for example, the US President)  Do you take the money?",Yes,No,,,7489,O,,politics; preference
q19892,Foot fetish?,"Yes, I have a foot fetish!","No, I don't have a foot fetish",,,20831,O,,sex/intimacy
q19893,Is a tongue stud a turn-on?,Yes,No,,,23472,O,,sex/intimacy; preference
q19919,"Would you prefer to have one true love forever, or lots of fun and meaningful relationships?",One true love,Lots of relationships,,,24947,O,,sex/intimacy; preference
q20424,Would you continue dating someone who openly found your friends disgusting?,Yes,No,,,8523,O,,preference
q20452,Are you comfortable with who you are?,Yes,No,,,13455,O,,descriptive
q20530,"When chatting with a potential friend/significant other online, is use of proper grammar and spelling important to you?",Yes,No,,,30682,O,,preference
q20755,Are you the kind of person that is known to use the sentence 'I don't care what other people think.',Yes,No,,,2987,O,,descriptive
q20777,Some people just don't deserve to be in a relationship -- agree or disagree?,Agree,Disagree,,,4368,O,,opinion
q20848,"Would you like to 'live hard, die fast, and leave a beautiful corpse'?",Yes,No,,,3001,O,,preference; descriptive
q20896,In a conversation are you usually...,Listening,Waiting to speak,,,13418,O,,descriptive
q21527,Do you feel there are any circumstances in which a person is obligated to have sex with you?,Yes,No,,,30992,O,,sex/intimacy; opinion
q21792,"Let's say you've been happily married for around five years. Somehow, you find out that your spouse once robbed a bank and was never caught. Would you turn them over to the authorities?",Yes,No,,,2758,O,,descriptive
q22439,Can just one person significantly change the world?,Yes,No,,,19184,O,,opinion
q22569,Have you ever used a fake ID to do or acquire something you were legally barred from as a result of your age?,Yes,No,,,14067,O,,descriptive
q22683,Can you sleep in the same room as someone who snores?,Yes,No,,,22389,O,,descriptive
q22706,"Are you totally comfortable being naked around your lover, not just during sex?",Yes,No,,,21473,O,,sex/intimacy; descriptive
q22944,Do you believe the government should be allowed to keep anything secret?,Never!,"Some things, yes.",,,7487,O,,politics
q23193,Do you more often get angry with yourself or with other people?,Myself,Others,,,9159,O,,descriptive
q23240,Do you find it fair that under national emergencies leaders are escorted to extreme safety while the majority of the public is at risk?,Yes,No,,,1922,O,,politics; opinion
q23390,Could you date someone who cannot speak your own language very well?,Yeah.  Accents are sexy anyway.,"No, we need to be able to communicate clearly",,,9655,O,,preference
q23472,"Do you think it's okay for a female to get pregnant and then dump 'the biological father', intentionally using him to have a child?",Yes,No,,,8949,O,,opinion
q23544,"A holiday or a birthday is coming up, your partner begins the rundown, not on what he/she wants, but the rules for choosing a gift (books are tacky, flowers show lack of thought, never clothing, etc.) Is this good or bad?",Good,Bad,,,3041,O,,opinion
q23733,Have you ever been to a sex shop?,Yes,No,,,13748,O,,descriptive
q23834,Do you often make jokes that offend more uptight people?,Yes,No,,,44922,O,,descriptive
q23869,"Two people both like you. One is more fun, the other is more stable.",I'd play my nights and days away - FUN!,I'm looking for something a serious - STABLE,,,5523,O,,preference
q24125,Do you believe contraception is morally wrong?,Yes,No,,,48530,O,,religion/superstition
q24469,"You have just been unfairly laid off from work.  As you are leaving, you have an opportunity to steal something of value, and nobody would know.  Would you take it?",Yes,No,,,6146,O,,descriptive
q24682,It's better to have an open-relationship because there'll be cheating in monogamous relationships anyways.,True,False,,,12952,O,,opinion
q24740,Do trees have souls?,Yes,No,,,20566,O,,religion/superstition
q24748,Would you date a comic book geek?,Yes,No,,,22921,O,,preference; descriptive
q25228,Do you think drug use with your partner can be a romantic activity?,Yes,No,,,37188,O,,sex/intimacy; preference; opinion
q25768,Would you ever correct your partner for seriously misusing or mispronouncing a word?,Yes,No,,,20063,O,,descriptive
q25908,"If money were not an issue, would you have major cosmetic surgery on any part of your face or body?",Yes,No,,,19029,O,,preference
q26317,"Do you think etiquette and table manner (fork left, knife right, etc.) still have value in modern society?",Yes,No,,,19804,O,,opinion
q26529,Have you ever taken any pills hoping they would help you lose weight?,Yes,No,,,24733,O,,descriptive
q26557,You're dating someone new. You discover that they have a housemate the same sex as you. This:,Makes you feel uncomfortable,Doesn't faze you one bit,,,33640,O,,descriptive
q26678,Do you think someone's faults/imperfections generally make them more attractive?,Yes,No,,,16076,O,,preference
q26684,Are you the type of person to tell a homeless person to get a job?,Yes,No,,,26014,O,,descriptive
q26741,If your life as it stands right now were as good as it was ever going to get would you be okay with that?,Yes,No,,,3274,O,,preference
q27141,You wake up 20 minutes before your alarm is scheduled to go off. What do you do?,Get up,Go back to sleep till the alarm goes off,,,13488,O,,descriptive
q27164,Do you believe that men should be the heads of their households?,Yes,No,,,31355,O,,religion/superstition; opinion
q27173,Do you get along well with shy and socially awkward people?,Yes,No,,,11822,O,,descriptive
q27239,It's your first date with someone you recently met. At the end she/he says 'I think I love you.',Scary,Sweet,,,31249,O,,opinion
q27243,I find myself in fights with authority figures...,Often,Rarely / never,,,28814,O,,descriptive
q27477,Do you often find yourself worrying about things that you have no control over?,Yes,No,,,33120,O,,descriptive
q27794,Would you date someone who was always optimistic?,Yes,No,,,24852,O,,preference
q28662,Are you fond of late night walks to no place in particular?,Yes,No,,,21134,O,,preference; descriptive
q28671,Which would you rather have more of?,Imagination,Knowledge,,,18432,O,,preference
q28682,You've been through an ordeal which has left you a vegetable.,Pull the plug!,Keep me alive. There's always hope!,,,3660,O,,preference
q28741,Can you write a web site in HTML (without using site building software)?,Yes,No,,,11723,O,,descriptive
q28742,Is it okay for a married person to play around with someone with the permission of their spouse?,Yes,No,,,17303,O,,sex/intimacy; religion/superstition; opinion
q28757,Do you like to wear sexy underwear?,Yes,No,,,18085,O,,preference
q28777,Do you chew gum?,Yes,No,,,22337,O,,descriptive
q28902,Would you consider a serious relationship with someone who couldn't have or produce children?,Yes,No,,,24528,O,,descriptive; preference
q29761,Does the idea of living underwater fascinate you?,Yes,No,,,12937,O,,descriptive
q30123,I would rather vote for a candidate whose policies significantly:,Benefitted me more than the majority of society,Benefitted the majority of society more than me,,,1708,O,,politics
